,ID_SIR_TMJ,X_DEPART,X_FIN,Y_DEPART,Y_FIN,Z_DEPART,Z_FIN,AXE,CUMULD,CUMULF,PLOD,ABSD,PLOF,ABSF,TYPE_CPT,SENS,LIBELLE,LOCALISATI,COMMUNE,CODEINSEE,CATEGORIE,ROUTE,PLOC,ABSC,CUMULC,LATITUDE,LONGITUDE,DERNANCPT,ANNEE_N,MJATVTCJN,MJAPLTCJN,MJAPPLTCJN,COTE,EMPLACEMEN,VOIE,DISTANCE
160,231,338712.9461,339758.8178,6778409.2151,6775969.6558,0.0,0.0,D39,0,3026,0,0,3,73,Temporaire,3,D44 D62 D4 - D38,GOVEN,GOVEN,35123,B,35 D39,1,0,0,48.0009667,-1.8416223,2021,2021,2632,55,2.09,,,0,
161,875,359861.0768,355644.7091,6784159.854,6786933.4071,0.0,0.0,D463,37701,43086,37,255,41,1676,Permanent,3,Lim. Rennes Métro - N136,D463_EX.04,CHANTEPIE,35055,C,35 D463,40,830,0,48.0809,-1.61293,2021,2021,8062,565,7.0,,,0,
162,677,309173.3217,312057.7427,6791777.5267,6795246.9566,0.0,0.0,D166,0,4660,0,0,4,592,Permanent,3,Dép. 56 - D773,D166 GAEL,GAEL,35117,B,35 D166,0,1,0,48.1094691,-2.2549987,2021,2021,3995,600,15.01,,,0,
163,678,312057.7427,313797.8506,6795246.9566,6799249.1527,0.0,0.0,D166,4660,9144,4,592,9,136,Temporaire,3,D773 - N2164 D125,ST MEEN LE GRAND,SAINT-MEEN-LE-GRAND,35297,B,35 D166,8,0,0,48.1711547,-2.2077479,2021,2021,6072,710,11.69,,,0,
164,680,316034.5598,316034.2989,6800305.2503,6804958.6432,0.0,0.0,D166,12126,16946,10,2048,15,742,Permanent,3,D3166 - D220,D166_LE_CROUAIS,LE CROUAIS,35091,B,35 D166,12,945,0,48.207159,-2.1751766,2021,2021,4973,715,14.38,,,0,
165,845,334465.0517,338605.9989,6851318.6533,6852929.6891,0.0,0.0,D355,0,4889,0,0,4,1011,Permanent,3,St Malo - Cancale,D355.VILLE.BESNARD,SAINT-MALO,35288,D,35 D355,0,300,0,48.6592481,-1.9651978,2021,2021,8890,354,3.98,,,0,
166,682,322704.2642,326578.0456,6844099.9996,6846521.1099,0.0,0.0,D168,0,4764,0,0,4,709,Temporaire,3,Dép.22 - D603,SAINT LUNAIRE,PLEURTUIT,35228,B,35 D168,3,300,0,48.6021354,-2.0820952,2021,2021,11122,297,2.67,,,0,
167,686,329560.2044,331022.4058,6847008.2796,6846844.9196,0.0,0.0,D168,7973,9894,7,880,9,799,Permanent,3,Dinard - St Malo,D168 LA COUDRAY,SAINT-MALO,35288,A,35 D168,9,553,9648,48.61486,-2.01138,2021,2021,31772,1506,4.74,,,0,
168,335,337570.9478,338723.604,6783127.3306,6778438.4802,0.0,0.0,D62,31650,37438,31,438,37,123,Temporaire,3,D36 - D44,BREAL SOUS MONTFORT,BREAL-SOUS-MONTFORT,35037,B,35 D62,35,0,0,48.0233013,-1.8590812,2021,2021,1832,51,2.8,,,0,
169,333,334143.2839,336945.1358,6789718.153,6784658.1605,0.0,0.0,D62,23800,29988,23,995,29,669,Temporaire,3,D35 - N24,BREAL SOUS MONTFORT,BREAL-SOUS-MONTFORT,35037,B,35 D62,29,0,0,48.06542,-1.8836288,2021,2021,7269,322,4.43,,,0,
170,921,348016.6813,340653.4586,6759740.5581,6758018.942,0.0,0.0,D772,15472,23243,15,740,23,741,Temporaire,3,D777 - D51,BAIN DE BRETAGNE,BAIN-DE-BRETAGNE,35012,B,35 D772,16,500,0,47.8417752,-1.7153754,2021,2021,5839,443,7.59,,,0,
171,387,332633.8718,332800.1221,6810470.7534,6805913.6975,0.0,0.0,D70,5349,10003,5,366,10,98,Temporaire,3,D20 - D21 D221,IRODOUER,IRODOUER,35135,B,35 D70,8,500,0,48.2641223,-1.9531267,2021,2021,3361,161,4.78,,,0,
172,915,391121.7855,391221.3933,6812896.8136,6815689.065,0.0,0.0,D706,1270,4127,2,0,4,880,Temporaire,3,N12 - D17,Rocade Est de Fougères,FOUGERES,35115,B,35 D706,3,0,0,48.3509563,-1.1724989,2021,2021,5448,404,7.41,,,0,
173,914,386980.178,386788.051,6815383.7373,6814139.4145,0.0,0.0,D706,0,1270,0,0,1,282,Temporaire,3,D155 - N12,LECOUSSE (rocade Fougères),LECOUSSE,35150,B,35 D706,0,200,0,48.3613502,-1.2282844,2021,2021,10933,954,8.73,,,0,
174,928,313326.0516,314767.1852,6788380.4512,6781607.3262,0.0,0.0,D773,7710,11903,6,477,13,667,Temporaire,3,D2 D31 - D38,PAIMPONT,PAIMPONT,35211,C,35 D773,11,414,0,48.0432085,-2.1838857,2021,2021,1979,109,5.5,,,0,
175,931,318363.0809,317142.0196,6739924.0617,6738336.1067,0.0,0.0,D775,0,1512,0,0,2,275,Permanent,3,D164 - Dép. 56,D775 REDON,REDON,35236,B,35 D775,2,275,0,47.6339137,-2.1019196,2021,2021,8613,0,0.0,,,0,
176,936,331189.7253,327363.5112,6770269.7301,6768300.944,0.0,0.0,D776,15392,19990,16,60,20,925,Temporaire,3,D42 - D65,MAURE DE BRETAGNE,MAURE-DE-BRETAGNE,35168,B,35 D776,18,500,0,47.9199156,-1.9671167,2021,2021,4003,165,4.12,,,0,
177,395,333157.3077,334372.3474,6801265.661,6797777.7486,0.0,0.0,D72,4600,8761,4,583,7,1234,Temporaire,3,D28 - D68,Barreau de PLEUMELEUC,PLEUMELEUC,35227,B,35 D72,6,1000,0,48.1866214,-1.9404349,2021,2021,4860,276,5.68,,,0,
178,400,343212.0301,347884.3788,6828401.9083,6823214.0848,0.0,0.0,D73,9545,16584,9,980,16,939,Temporaire,3,D10 D78 - D795,COMBOURG,COMBOURG,35085,C,35 D73,15,0,0,48.426256,-1.779202,2021,2021,3164,111,3.51,,,0,
179,943,372276.0818,369792.1196,6778294.4734,6776924.9665,0.0,0.0,D777,30977,33828,30,586,33,432,Temporaire,3,D463 - D32,PIRE SUR SEICHE,PIRE-SUR-SEICHE,35220,B,35 D777,32,550,0,48.0131635,-1.4204297,2021,2021,3856,430,11.14,,,0,
180,361,320382.7587,318555.2452,6742930.7411,6739838.5552,0.0,0.0,D67,25740,29412,24,1817,27,653,Temporaire,3,D177 - D164,REDON,REDON,35236,B,35 D67,26,0,0,47.6588508,-2.0718953,2021,2021,7186,159,2.21,,,0,
181,935,336964.6875,331190.6073,6774244.8096,6770280.0657,0.0,0.0,D776,8093,15392,8,618,16,60,Temporaire,3,D62 - D42,GUIGNEN,GUIGNEN,35127,B,35 D776,11,0,0,47.9570514,-1.8914298,2021,2021,4309,159,3.68,,,0,
182,934,341065.1516,336964.6875,6776563.546,6774244.8096,0.0,0.0,D776,3217,8093,3,527,8,618,Temporaire,3,D177 - D62,LASSY,LASSY,35149,B,35 D776,8,290,0,47.9688406,-1.8598964,2021,2021,4901,179,3.65,,,0,
183,944,369792.1196,365277.3297,6776924.9665,6772537.5373,0.0,0.0,D777,33828,40411,33,432,39,947,Temporaire,3,D32 - D2777,AMANLIS,AMANLIS,35002,B,35 D777,38,0,0,47.9835849,-1.4713036,2021,2021,4680,408,8.71,,,0,
184,946,363586.4405,360436.128,6770848.0734,6768480.44,0.0,0.0,D777,43332,47301,42,300,46,339,Temporaire,3,D411 - D163,BRIE,BRIE,35041,B,35 D777,45,500,0,47.9339732,-1.5405753,2021,2021,4287,492,11.47,,,0,
185,362,332890.8345,334000.1584,6813585.4719,6811450.2478,0.0,0.0,D68,0,2501,0,0,2,469,Temporaire,3,Dép. 22 - D27,LONGAULNAY,LONGAULNAY,35156,C,35 D68,1,150,0,48.3094337,-1.9491253,2021,2021,2365,149,6.28,,,0,
186,326,322617.0347,320857.4236,6783853.4791,6779534.5284,0.0,0.0,D61,24873,29556,25,843,30,510,Temporaire,3,D35 - N2024,PLELAN LE GRAND,PLELAN-LE-GRAND,35223,C,35 D61,28,500,0,48.0261241,-2.0784812,2021,2021,2650,112,4.23,,,0,
187,417,342028.322,340052.2716,6852376.0819,6849295.9022,0.0,0.0,D76,1169,5190,1,153,4,1102,Temporaire,3,D201 - D155,ST MELOIR DES ONDES,SAINT-MELOIR-DES-ONDES,35299,B,35 D76,4,0,0,48.6493595,-1.8776665,2021,2021,9833,299,3.04,,,0,
188,419,339285.2811,338879.7858,6848367.687,6845109.6755,0.0,0.0,D76,6461,9938,6,269,9,755,Temporaire,3,D376 - D4,LA GOUESNIERE,LA GOUESNIERE,35122,B,35 D76,9,0,0,48.6104991,-1.9027768,2021,2021,9963,420,4.22,,,0,
189,420,338868.5499,337572.9688,6845054.2132,6842374.4883,0.0,0.0,D76,9938,13130,9,755,12,995,Temporaire,3,D4 - D74,ST PERE,SAINT-PERE,35306,B,35 D76,11,800,0,48.5890859,-1.9055046,2021,2021,7669,397,5.18,,,0,
190,332,333008.1125,334143.9645,6793435.7932,6789750.1455,0.0,0.0,D62,19520,23800,19,181,23,995,Temporaire,3,D125 - D35,TALENSAC,TALENSAC,35331,B,35 D62,22,500,0,48.1186107,-1.9345161,2021,2021,5702,292,5.12,,,0,
191,984,389867.3239,388441.7245,6810413.8661,6815776.0114,0.0,0.0,D798,14590,17019,14,743,19,272,Temporaire,3,D22 - D706,JAVENE,JAVENE,35137,B,35 D798,16,300,0,48.3312605,-1.1896802,2021,2021,6706,614,9.16,,,0,
192,983,392189.5521,389867.3239,6805487.8849,6810413.8661,0.0,0.0,D798,9041,14590,9,38,14,743,Temporaire,3,D178 - D22,LUITRE,LUITRE,35163,B,35 D798,12,500,0,48.3011999,-1.1673285,2021,2021,5479,570,10.41,,,0,
193,2,391114.0627,382130.6073,6812839.4881,6813352.6536,0.0,0.0,N12,9165,19625,9,312,19,849,Permanent,3,Fougères - Rennes,N12 ROMAGNE (Stat.),ROMAGNE,35243,6N,35 N12,16,550,0,48.3557003,-1.2526788,2021,2021,15151,1738,11.47,,,0,
194,4,347002.5796,345540.3823,6791452.3784,6792525.3277,0.0,0.0,N12,22605,24436,65,680,67,511,Permanent,3,Rennes - St Brieuc,"N12 OI-11_1 (PACE, Champ Fleuri)",PACE,35210,6N,35 N12,65,300,0,48.1307065,-1.7554609,2021,2021,64293,7715,12.0,,,0,
195,951,331980.791,329937.6236,6757538.5451,6756929.2492,0.0,0.0,D777,69593,71759,66,155,68,172,Temporaire,3,D177 - D65,PIPRIAC,PIPRIAC,35219,B,35 D777,67,0,0,47.8128176,-1.9242957,2021,2021,5353,380,7.1,,,0,
196,1008,318701.4724,318889.5201,6746545.9195,6741798.2135,0.0,0.0,D873,3655,8508,3,593,8,509,Temporaire,3,D60 - D164,BAINS SUR OUST,REDON,35236,C,35 D873,7,200,0,47.6772499,-2.0830697,2021,2021,9414,400,4.25,,,0,
197,484,389741.4957,391735.9167,6782017.05,6781028.4637,0.0,0.0,D88,6231,8677,7,800,10,327,Temporaire,3,D111 - D33,Déviation Nord d'ARGENTRE DU PLESSIS,ARGENTRE-DU-PLESSIS,35006,C,35 D88,10,0,0,48.0584273,-1.140441,2021,2021,3307,356,10.76,,,0,
198,7,341014.4945,334466.744,6795322.841,6797530.1423,0.0,0.0,N12,29882,37011,72,980,80,193,Permanent,3,D21 - D72,N12 ST GILLES (Stat.),SAINT-GILLES,35275,6N,35 N12,74,900,0,48.1601597,-1.8426132,2021,2021,44369,5793,13.06,,,0,
199,8,334466.744,325673.4546,6797530.1423,6801591.7032,0.0,0.0,N12,37011,47387,80,193,90,642,Permanent,3,Rennes - St Brieuc,N12 COUCAL (Montauban) (Stat.),MONTAUBAN-DE-BRETAGNE,35184,6N,35 N12,87,0,0,48.186883,-2.0053376,2021,2021,37614,5101,13.56,,,0,
200,952,329937.6236,319777.8427,6756929.2492,6753969.9714,0.0,0.0,D777,71759,82588,68,172,78,930,Permanent,3,Bain - La Gacilly,D777_BELLEVUE,BRUC-SUR-AFF,35045,B,35 D777,73,28,0,47.7957,-2.00696,2021,2021,2713,244,8.98,,,0,
201,9,325673.4546,318574.4524,6801591.7032,6807883.393,0.0,0.0,N12,47387,57708,90,642,100,1039,Permanent,3,Rennes - St Brieuc,N12 QUEDILLAC (Stat.),QUEDILLAC,35234,6N,35 N12,100,608,0,48.2551864,-2.1400492,2021,2021,25605,4132,16.14,,,0,
202,1,399272.2521,391145.1149,6809234.4454,6812853.2228,0.0,0.0,N12,0,9165,0,0,9,312,Permanent,3,Alençon - Fougères,N12 FLEURIGNE (Stat.),FLEURIGNE,35112,6N,35 N12,4,440,0,48.3310301,-1.1050424,2021,2021,5175,643,12.42,,,0,
203,20,351066.265,350073.8407,6785807.6549,6786892.4135,0.0,0.0,N136,10220,11856,10,87,11,752,Permanent,3,Porte 7 - Porte 8,N136 08-07 (ST JACQUES),SAINT-JACQUES-DE-LA-LANDE,35281,6N,35 N136,11,495,0,0.0,0.0,2021,2021,88877,8744,9.84,,,0,
204,992,391232.6095,388440.0893,6815728.779,6815753.0606,0.0,0.0,D806,9067,12092,9,156,12,381,Temporaire,3,D177 - D798,FOUGERES,FOUGERES,35115,B,35 D806,11,500,0,48.3684417,-1.1956997,2021,2021,7886,477,6.05,,,0,
205,1010,347914.059,348334.9384,6823212.5683,6823561.7938,0.0,0.0,D895,1979,2524,2,51,2,596,Temporaire,3,D73 - D795,COMBOURG,COMBOURG,35085,C,35 D895,2,350,0,0.0,0.0,2021,2021,6278,337,5.37,,,0,
206,1009,348426.2044,347882.012,6821714.3067,6823186.4323,0.0,0.0,D895,0,1979,0,0,2,51,Temporaire,3,D795 - D73,COMBOURG,COMBOURG,35085,B,35 D895,1,500,0,0.0,0.0,2021,2021,7379,660,8.94,,,0,
207,23,349151.3,350543.9213,6790831.466,6792388.7312,0.0,0.0,N136,16096,18196,16,16,18,116,Permanent,3,Porte 12 - Porte 13,"N136 12-13 (RENNES, Quincé)",RENNES,35238,6N,35 N136,17,900,0,0.0,0.0,2021,2021,80923,5833,7.21,,,0,
208,16,357698.5927,356074.206,6788351.2813,6787206.3417,0.0,0.0,N136,2881,4825,2,736,4,671,Permanent,3,Porte 3 - Porte 4,N136_ 04_03 (CHANTEPIE),CHANTEPIE,35055,6N,35 N136,4,420,0,0.0,0.0,2021,2021,62511,8189,13.1,,,0,
209,14,359952.6093,358631.3093,6789810.5344,6788839.0737,0.0,0.0,N136,0,1840,0,0,1,690,Permanent,3,Porte 1 - Porte 2,"N136 01-02 (CESSON, Rigourdière)",CESSON-SEVIGNE,35051,6N,35 N136,1,84,0,0.0,0.0,2021,2021,52362,7480,14.28,,,0,
210,319,350543.9213,353012.892,6792388.7312,6792621.6801,0.0,0.0,N136,18196,20725,18,116,20,645,Permanent,3,Pt 13 D137 - Pt 14,"N136 13-14 (ST GREGOIRE, G. de Gaulle)",SAINT-GREGOIRE,35278,6N,35 N136,19,390,0,0.0,0.0,2021,2021,70221,6906,9.84,,,0,
211,492,363132.6522,361094.5688,6835306.1209,6831599.8032,0.0,0.0,D90,6475,11099,6,507,11,149,Temporaire,3,D387 - D155,PLEINE-FOUGERES,PLEINE-FOUGERES,35222,C,35 D90,9,200,0,48.507243,-1.5839604,2021,2021,1541,76,4.93,,,0,
212,27,350014.6435,350867.1009,6773834.9081,6781003.8246,0.0,0.0,N137,30409,37651,31,3,38,246,Permanent,3,Nantes - Rennes,"N137 EX-OC (PONT PEAN, Les Tremblais)",PONT-PEAN,35363,6N,35 N137,37,200,0,0.0,0.0,2021,2021,49930,5492,11.0,,,0,
213,37,362350.9769,359462.7753,6788784.4183,6789184.7463,0.0,0.0,N157,37877,40834,38,821,41,779,Permanent,3,Paris - Rennes,N157 EX-01 (NOYAL),NOYAL-SUR-VILAINE,35207,6N,35 N157,39,100,0,0.0,0.0,2021,2021,62400,8371,13.41,,,0,
214,36,367259.9598,362350.9769,6787572.7583,6788784.4183,0.0,0.0,N157,32774,37877,33,713,38,821,Permanent,3,Paris - Rennes,N157 EX 2 (BRECE),SERVON-SUR-VILAINE,35327,6N,35 N157,33,847,0,0.0,0.0,2021,2021,53333,8223,15.42,,,0,
215,965,347578.979,336979.8127,6822393.1085,6825470.6874,0.0,0.0,D794,54983,66239,55,968,67,250,Temporaire,3,D75 D75 - D137,MEILLAC,PLEUGUENEUC,35226,B,35 D794,67,0,0,48.4277526,-1.9051726,2021,2021,3584,207,5.77,,,0,
216,964,356017.6043,348799.4679,6820578.9561,6822877.022,0.0,0.0,D794,45872,53610,46,736,54,552,Temporaire,3,D83 - D795 D13,COMBOURG,COMBOURG,35085,B,35 D794,52,0,0,48.4093223,-1.7140469,2021,2021,2656,98,3.68,,,0,
217,996,376271.301,372693.898,6808094.3498,6804490.1359,0.0,0.0,D812,12254,17551,27,576,32,875,Permanent,3,Fougères - Rennes,D812_ST_ AUBIN,SAINT-JEAN-SUR-COUESNON,35282,D,35 D812,30,275,0,48.27369,-1.38958,2021,2021,4229,429,10.15,,,0,
218,12,343596.0104,333575.3838,6786597.5813,6783811.8404,0.0,0.0,N24,6423,17004,8,273,18,605,Permanent,3,Rennes - Lorient,N24 OG-OH (MORDELLES),MORDELLES,35196,6N,35 N24,9,623,0,48.0754413,-1.7997392,2021,2021,31676,3406,10.75,,,0,
219,962,364810.234,361676.5677,6812962.756,6817436.7101,0.0,0.0,D794,33557,39257,34,523,40,244,Temporaire,3,D175 - D90,ST REMY DU PLAIN,SAINT-REMY-DU-PLAIN,35309,B,35 D794,38,0,0,48.3553222,-1.5579708,2021,2021,2806,144,5.14,,,0,
220,961,371119.3404,364810.234,6807522.867,6812962.756,0.0,0.0,D794,24737,33557,25,684,34,523,Temporaire,3,D23 - D175,MEZIERE SUR COUESNON,MEZIERES-SUR-COUESNON,35178,B,35 D794,30,0,0,48.3097248,-1.4708682,2021,2021,2303,165,7.16,,,0,
221,455,353112.4818,352571.2638,6785874.0606,6781818.0224,0.0,0.0,D82,37075,41234,38,887,50,865,Permanent,3,Rennes - Noyal/chatil,D82_IN.OB,NOYAL-CHATILLON-SUR-SEICHE,35206,D,35 D82,48,530,0,48.06557,-1.66472,2021,2021,6197,405,6.54,,,0,
222,354,357012.7561,359027.8873,6793076.8903,6792401.8616,0.0,0.0,N136,25086,27488,25,6,27,408,Permanent,3,Pt 16 A84 - Pt 17 D86 D29,"N136 16-17 (THORIGNE, La Gravelle)",THORIGNE-FOUILLARD,35334,6N,35 N136,26,981,0,0.0,0.0,2021,2021,45719,3591,7.86,,,0,
223,346,359027.8873,359952.6093,6792401.8616,6789810.5344,0.0,0.0,N136,27488,30335,27,408,30,273,Permanent,3,Pt 17 D86 D29 - Pt 1 N157,"N136 17-01 (CESSON, Le Ruisseau)",CESSON-SEVIGNE,35051,6N,35 N136,29,840,0,0.0,0.0,2021,2021,50839,6391,12.57,,,0,
224,28,350867.1009,352076.2923,6781003.8246,6785952.2286,0.0,0.0,N137,37651,42766,38,246,43,361,Permanent,3,Nantes - Rennes,"N137 OC-06 (NOYAL CHATILLON, Le Hill)",NOYAL-CHATILLON-SUR-SEICHE,35206,6N,35 N137,41,60,0,0.0,0.0,2021,2021,52381,5500,10.5,,,0,
225,959,377471.7768,372668.1553,6799956.5909,6804460.1475,0.0,0.0,D794,13812,21163,14,702,22,423,Temporaire,3,D112 D26 - A84,ST AUBIN DU CORMIER,SAINT-AUBIN-DU-CORMIER,35253,B,35 D794,17,0,0,48.2332355,-1.356188,2021,2021,3496,202,5.77,,,0,
226,958,380818.7137,377471.7768,6794676.8337,6799956.5909,0.0,0.0,D794,7089,13812,7,874,14,702,Temporaire,3,D505 D105 - D112 D26,VAL D'IZE,VAL-D'IZE,35347,B,35 D794,12,0,0,48.2031958,-1.3333847,2021,2021,2699,187,6.94,,,0,
227,449,348435.8137,350952.3881,6822143.766,6816782.1518,0.0,0.0,D82,8219,14450,8,437,15,180,Temporaire,3,D795 - D20,COMBOURG,COMBOURG,35085,C,35 D82,13,500,0,48.37554,-1.7262659,2021,2021,2156,70,3.24,,,0,
228,34,336865.8823,333200.5305,6838497.5582,6837875.7903,0.0,0.0,N176,29445,33174,29,655,33,575,Permanent,3,D137 - Dép.22,N176 LA VILLE ES NONAIS,LA VILLE-ES-NONAIS,35358,6N,35 N176,33,575,0,0.0,0.0,2021,2021,20799,2618,12.59,,,0,
229,46,352089.2793,336865.8823,6838791.5416,6838497.5582,0.0,0.0,N176,14173,29445,14,290,29,655,Permanent,3,Dol - Dinan,N176 ROZ-LANDRIEUX (Stat.),ROZ-LANDRIEUX,35246,6N,35 N176,23,0,0,0.0,0.0,2021,2021,18483,2153,11.65,,,0,
230,957,383755.2048,380818.7137,6791318.2438,6794676.8337,0.0,0.0,D794,2550,7089,3,250,7,874,Temporaire,3,D305 - D505,LANDAVRAN,LANDAVRAN,35141,B,35 D794,6,0,0,48.1625376,-1.2728565,2021,2021,4464,238,5.34,,,0,
231,970,349668.7496,350118.2507,6828641.0683,6832654.8003,0.0,0.0,D795,20352,24474,21,85,25,251,Temporaire,3,D9 - D10,BONNEMAIN,BONNEMAIN,35029,C,35 D795,21,200,0,0.0,0.0,2021,2021,4298,227,5.27,,,0,
232,265,360422.8737,364257.2482,6763399.7977,6763072.5959,0.0,0.0,D47,17551,21441,17,244,21,128,Temporaire,3,D93 - D163,TRESBOEUF,TRESBOEUF,35343,C,35 D47,19,0,0,47.8812118,-1.5200632,2021,2021,1186,72,6.05,,,0,
233,968,346126.508,348426.2044,6816362.5199,6821714.3067,0.0,0.0,D795,7115,13148,7,810,13,880,Temporaire,3,D20 - D794,COMBOURG,COMBOURG,35085,B,35 D795,10,0,0,0.0,0.0,2021,2021,6166,289,4.69,,,0,
234,967,342611.9075,346126.508,6810534.4371,6816362.5199,0.0,0.0,D795,0,7115,0,0,7,810,Temporaire,3,D637 - D20,TINTENIAC,TINTENIAC,35337,B,35 D795,5,0,0,0.0,0.0,2021,2021,5268,273,5.18,,,0,
235,1000,349355.5406,350455.5322,6779666.8844,6786230.9694,0.0,0.0,D837,3654,7614,4,0,11,50,Permanent,3,Chartres de B. - Rennes,D837_OD.07,NOYAL-CHATILLON-SUR-SEICHE,35206,C,35 D837,9,810,0,48.07259,-1.69624,2021,2021,23536,2530,10.75,,,0,
236,273,346814.2335,351442.286,6769677.3515,6769224.3858,0.0,0.0,D48,30534,35553,30,528,36,183,Temporaire,3,D77 - N137,BOURG-DES-COMPTES,BOURG-DES-COMPTES,35033,B,35 D48,34,500,0,47.9251229,-1.6938503,2021,2021,5438,269,4.94,,,0,
237,975,364549.752,361969.4006,6824011.7122,6823793.9688,0.0,0.0,D796,6549,9191,7,445,10,305,Temporaire,3,D313 - D90,BAZOUGES LA PEROUSE,BAZOUGES-LA-PEROUSE,35019,C,35 D796,9,0,0,48.4260092,-1.5559006,2021,2021,2142,114,5.3,,,0,
238,977,352858.7835,349008.2424,6824736.5496,6822955.7114,0.0,0.0,D796,19137,23583,20,290,24,772,Temporaire,3,D83 - D794,COMBOURG,COMBOURG,35085,C,35 D796,20,500,0,48.429829,-1.6980824,2021,2021,2948,109,3.7,,,0,
239,941,381892.3549,378240.4215,6783388.7184,6781343.7824,0.0,0.0,D777,19231,24578,19,670,24,691,Temporaire,3,N157 - D95,LOUVIGNE DE BAIS,LOUVIGNE-DE-BAIS,35161,B,35 D777,22,720,0,48.058233,-1.3100051,2021,2021,5718,709,12.4,,,0,
240,942,378240.4215,372312.1168,6781343.7824,6778318.469,0.0,0.0,D777,24578,30977,24,691,30,586,Permanent,3,N157 - D95,D777.LOUVIGNE DE BAIS,LOUVIGNE-DE-BAIS,35161,B,35 D777,26,715,0,48.0402093,-1.3529305,2021,2021,3760,641,17.05,,,0,
